index,precision,recall,f1,true_pos,false_pos,false_neg,text,tokens,scores,true_spans
2502,0.9999999090909174,0.9999999090909174,0.9999994090911674,11,0,0,Russian prostitutes. Obviously.,['' 'Russian ' 'prostitutes' '. ' 'Obviously' '.' ''],"[ 4.65661287e-10  5.34431522e-02  9.17144841e-01 -6.60541782e-03
 -1.30882534e-02 -5.12444059e-03  1.86264515e-09]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
6939,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,Cultural appropriation is a ridiculous notion.  Sane people should all agree to pay no attention.,"['' 'Cultural ' 'app' 'ropriation ' 'is ' 'a ' 'ridiculous ' 'notion'
 '.  ' 'San' 'e ' 'people ' 'should ' 'all ' 'agree ' 'to ' 'pay ' 'no '
 'attention' '.' '']","[ 1.33004505e-08 -1.48845537e-02 -1.00353476e-02  3.52460424e-03
  4.94449899e-03  1.35103155e-02  9.27535407e-01 -1.54771659e-02
  1.18205508e-02 -1.14873362e-02  2.57714475e-03  1.83102904e-03
 -3.42712401e-03  1.11995831e-03  2.63946965e-03  1.95692735e-03
 -8.08248914e-03 -5.22305088e-03 -4.23505273e-04  5.04334622e-03
  2.38069333e-08]","[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]"
7482,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,"Obama ""remains a rude individual"" for speaking his mind in a perfectly civil fashion? Ah, and of course, you mention NOTHING of Trump's baseless assertions and ceaseless public attacks on Obama's presidency for eight solid years? Hypocritically​ ridiculous.","['' 'Obama ' '""' 'remains ' 'a ' 'rude ' 'individual' '"" ' 'for '
 'speaking ' 'his ' 'mind ' 'in ' 'a ' 'perfectly ' 'civil ' 'fashion'
 '? ' 'Ah' ', ' 'and ' 'of ' 'course' ', ' 'you ' 'mention ' 'NO' 'TH'
 'ING ' 'of ' 'Trump' ""'"" 's ' 'base' 'less ' 'assertion' 's ' 'and '
 'cease' 'less ' 'public ' 'attacks ' 'on ' 'Obama' ""'"" 's ' 'presidency '
 'for ' 'eight ' 'solid ' 'years' '? ' 'H' 'y' 'po' 'c' 'ritic'
 'ally\u200b ' 'ridiculous' '.' '']","[-4.62827156e-05  4.65735019e-03 -5.63180656e-04 -6.61500089e-03
  1.06852114e-02  3.66186589e-02  3.45829385e-03  3.76052223e-04
  2.11326324e-03 -9.86078777e-03  3.00440256e-03  9.69483232e-03
 -2.76312741e-03 -2.51363462e-04 -6.92159653e-03 -6.92037417e-03
 -1.29247169e-02 -5.29457408e-03 -1.94755637e-04 -1.94755637e-04
 -2.41548989e-03 -6.07608994e-04 -6.07608994e-04 -6.07608994e-04
 -1.46635732e-04 -1.46635732e-04 -1.46635732e-04 -1.46635732e-04
 -1.46635732e-04 -1.46635732e-04 -4.39637043e-04 -4.39637043e-04
 -4.39637043e-04 -5.42924908e-04 -5.42924908e-04 -5.42924908e-04
 -5.42924908e-04 -5.18676825e-04 -5.18676825e-04 -5.18676825e-04
 -4.24652050e-04 -4.24652050e-04 -1.73651768e-04 -8.98316970e-04
 -8.98316970e-04 -8.98316970e-04 -1.21713197e-03 -1.21713197e-03
 -1.87181856e-03 -1.87181856e-03 -1.87181856e-03 -1.72221587e-03
  3.21539323e-02  1.31581490e-01  1.09952167e-01  5.04165919e-02
  1.04106155e-01 -7.51511549e-02  5.57082329e-01  2.34477942e-02
  3.72529030e-09]","[246, 247, 248, 249, 250, 251, 252, 253, 254, 255]"
5895,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,You're laughably ridiculous!,"['' 'You' ""'"" 're ' 'laugh' 'ably ' 'ridiculous' '!' '']","[-1.39698386e-09  5.44487499e-04 -9.90893785e-03  1.41270567e-02
  1.33205867e-02  3.93971262e-02  8.94419787e-01 -1.49952735e-02
 -5.58793545e-09]","[17, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
8857,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,"Don't be ridiculous. He was armed and attacking the officers. It wouldn't matter if he was Black, White, Asian etc. Get a grip on yourself and stop trying to stir up mess where there is none.","['' 'Don' ""'"" 't ' 'be ' 'ridiculous' '. ' 'He ' 'was ' 'armed ' 'and '
 'attacking ' 'the ' 'officers' '. ' 'It ' 'wouldn' ""'"" 't ' 'matter '
 'if ' 'he ' 'was ' 'Black' ', ' 'White' ', ' 'Asian ' 'etc' '. ' 'Get '
 'a ' 'grip ' 'on ' 'yourself ' 'and ' 'stop ' 'trying ' 'to ' 'stir '
 'up ' 'mess ' 'where ' 'there ' 'is ' 'none' '.' '']","[ 3.81014994e-04 -1.74499671e-03  5.60589884e-03  2.08940753e-02
  6.73856491e-03  7.85093891e-01 -1.57793473e-03 -5.15347131e-04
 -1.99723717e-03  3.35904609e-03  4.32107692e-04  1.71756620e-02
  2.40368972e-03  8.42935569e-03  1.10470827e-03  7.04598642e-04
  8.18870409e-04  8.18870409e-04  7.28841202e-04  5.79110070e-04
  5.79110070e-04  2.20249769e-03  4.04893707e-03  2.19328654e-02
 -1.90028697e-03  4.86385859e-02 -6.50146183e-03  8.56448089e-02
 -3.98674271e-02 -5.62862266e-03  5.65034745e-04  5.65034745e-04
 -2.53779089e-03 -1.64448892e-03  7.68818660e-04  2.93996301e-04
  2.54551036e-04 -1.01511882e-03 -8.78525316e-06  2.78027836e-03
  4.50750216e-04  1.12771719e-03 -6.74472321e-04 -1.85140072e-03
 -8.25659275e-04 -3.58310641e-03 -7.33772952e-04 -1.86264515e-09]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
4992,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,Tell it to the lawmakers who craft these ridiculous laws.,"['' 'Tell ' 'it ' 'to ' 'the ' 'law' 'makers ' 'who ' 'craft ' 'these '
 'ridiculous ' 'laws' '.' '']","[-3.95812094e-09 -4.62586293e-03 -1.97507936e-02 -6.21438841e-03
 -4.31439781e-03  1.34787333e-05 -4.87949466e-03  1.43396857e-03
  5.66014704e-03  4.02939976e-02  9.10453124e-01 -2.27386082e-02
  6.26234381e-03  1.00582838e-07]","[41, 42, 43, 44, 45, 46, 47, 48, 49, 50]"
2669,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,What a ridiculous comment.  Who would flip out besides you?,"['' 'What ' 'a ' 'ridiculous ' 'comment' '.  ' 'Who ' 'would ' 'flip '
 'out ' 'besides ' 'you' '?' '']","[-2.37196218e-09 -2.17347544e-03  4.95698176e-03  9.41710969e-01
 -8.19104449e-03  2.50110548e-04 -6.27256928e-03 -4.68236727e-03
 -5.37788724e-03 -3.24414916e-03 -1.21677071e-02  2.72588299e-03
 -1.35877423e-02 -9.13860276e-09]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
10316,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,"This opinion piece is nothing BUT, opinion.  The assertions being made here are patently ridiculous. 

I have written several pieces for this opinion section that were well researched, and much more topical and relevant than this piece, and that actually included lot's of verifiable facts from vetted sources. I have had many pieces printed, but the vey best are always ignored and don't get printed. It's because the ADN is nothing but a Right Wing rag now, doing the ""pretend liberal thing"" like the rest of American media, so it can mislead the voters into pro-corporatist agendas.

Disgusting","['' 'This ' 'opinion ' 'piece ' 'is ' 'nothing ' 'B' 'UT' ', ' 'opinion'
 '.  ' 'The ' 'assertion' 's ' 'being ' 'made ' 'here ' 'are ' 'patent'
 'ly ' 'ridiculous' '. \n\n' 'I ' 'have ' 'written ' 'several ' 'pieces '
 'for ' 'this ' 'opinion ' 'section ' 'that ' 'were ' 'well ' 'researched'
 ', ' 'and ' 'much ' 'more ' 'topic' 'al ' 'and ' 'relevant ' 'than '
 'this ' 'piece' ', ' 'and ' 'that ' 'actually ' 'included ' 'lot' ""'""
 's ' 'of ' 've' 'ri' 'fia' 'ble ' 'facts ' 'from ' 've' 'tted ' 'sources'
 '. ' 'I ' 'have ' 'had ' 'many ' 'pieces ' 'printed' ', ' 'but ' 'the '
 've' 'y ' 'best ' 'are ' 'always ' 'ignored ' 'and ' 'don' ""'"" 't '
 'get ' 'printed' '. ' 'It' ""'"" 's ' 'because ' 'the ' 'AD' 'N ' 'is '
 'nothing ' 'but ' 'a ' 'Right ' 'Wing ' 'rag ' 'now' ', ' 'doing ' 'the '
 '""' 'pretend ' 'liberal ' 'thing' '"" ' 'like ' 'the ' 'rest ' 'of '
 'American ' 'media' ', ' 'so ' 'it ' 'can ' 'mi' 'sle' 'ad ' 'the '
 'voters ' 'into ' 'pro' '-' 'co' 'rp' 'ora' 'tist ' 'agenda' 's' '.\n\n'
 'Di' 's' 'gus' 'ting' '']","[ 7.35180090e-04  7.35180090e-04  7.35180090e-04  7.35180090e-04
  7.35180090e-04  7.35180090e-04  7.35180090e-04  7.35180090e-04
  7.35180090e-04  6.29539342e-04  6.29539342e-04  5.68863228e-04
  5.68863228e-04  5.68863228e-04  1.92980660e-04  1.92980660e-04
  2.06321724e-02  1.52392038e-02 -2.11570579e-02  9.72676996e-03
  6.65535844e-01  1.70087404e-02 -1.12781314e-02 -1.12781314e-02
 -1.61654571e-02 -1.90286006e-02 -3.38021677e-03 -3.38021677e-03
 -3.33850935e-03 -3.33850935e-03 -1.37727812e-02 -1.37727812e-02
 -1.43947056e-02 -1.43947056e-02 -1.43947056e-02 -2.71558010e-03
 -1.03406250e-03 -1.03406250e-03 -1.03406250e-03 -1.03406250e-03
 -1.03406250e-03 -1.03406250e-03 -8.93844224e-03 -8.93844224e-03
 -1.40945616e-03 -1.40945616e-03 -8.23804319e-04 -2.86455726e-03
 -2.86455726e-03 -2.86455726e-03 -2.86455726e-03 -1.59017782e-03
 -1.59017782e-03 -1.59017782e-03 -1.59017782e-03  2.95211039e-04
  1.32405911e-02  8.78817346e-04  8.78817346e-04 -1.02519516e-02
 -3.67297882e-03 -2.31983889e-03 -2.31983889e-03 -1.24432575e-02
 -6.64611333e-03 -1.33566932e-02 -8.53981889e-04 -5.80186091e-04
 -5.80186091e-04 -1.02355338e-03 -3.11969780e-02 -8.57938553e-03
  2.53757527e-03  5.43308165e-04  5.43308165e-04  5.43308165e-04
 -5.14052231e-03 -5.14052231e-03 -4.74949442e-03 -4.74949442e-03
  3.93640861e-03  1.33646331e-03  1.33646331e-03  1.33646331e-03
  2.00976623e-03  2.00976623e-03  3.90219088e-03 -4.46992932e-03
 -4.46992932e-03 -4.46992932e-03 -7.10276421e-03 -7.10276421e-03
 -7.10276421e-03 -7.10276421e-03 -6.25766747e-04 -6.25766747e-04
 -6.25766747e-04 -3.76861520e-03 -3.76861520e-03 -3.76861520e-03
 -3.76861520e-03 -3.76861520e-03 -3.42838202e-03 -5.37617055e-03
 -5.37617055e-03 -2.29899299e-03 -2.29899299e-03 -6.54292600e-03
 -6.54292600e-03 -5.73725002e-03 -5.73725002e-03 -1.80263300e-02
 -1.80263300e-02 -2.77162867e-02 -2.77162867e-02 -3.76625002e-02
 -2.49866675e-03 -8.37508695e-03 -8.37508695e-03 -2.58047291e-02
 -4.51339222e-03 -4.51339222e-03 -4.51339222e-03 -9.98648380e-03
 -9.98648380e-03 -1.12320918e-03 -1.12320918e-03 -1.12320918e-03
 -1.12320918e-03 -1.12320918e-03 -1.12320918e-03 -1.12320918e-03
 -1.12320918e-03 -1.12320918e-03 -1.12320918e-03 -6.03527123e-05
 -6.03527123e-05 -6.03527123e-05 -6.03527123e-05 -6.03527123e-05]","[89, 90, 91, 92, 93, 94, 95, 96, 97, 98]"
2214,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,"It's not public cash.  It's shareholder's cash.

Not your concern what a corporation does with shareholder's cash.

Your comment is ridiculous.","['' 'It' ""'"" 's ' 'not ' 'public ' 'cash' '.  ' 'It' ""'"" 's '
 'shareholder' ""'"" 's ' 'cash' '.\n\n' 'Not ' 'your ' 'concern ' 'what '
 'a ' 'corporation ' 'does ' 'with ' 'shareholder' ""'"" 's ' 'cash' '.\n\n'
 'Your ' 'comment ' 'is ' 'ridiculous' '.' '']","[-4.78181719e-05  1.92904238e-03  1.66289670e-03 -1.04331186e-03
  1.07383381e-03 -1.77142202e-03 -8.89507679e-03  1.79454021e-03
  2.27429916e-03  1.36623119e-03  2.04324756e-04 -6.44361633e-03
 -2.07804194e-04 -6.13085009e-04 -1.10661599e-02 -2.30958154e-04
 -5.11601411e-04 -9.48111011e-05 -9.27748090e-04 -4.63121152e-04
  2.58291073e-05 -4.64608778e-03 -7.31470460e-04 -2.07929687e-04
 -2.62209299e-03 -4.83742098e-05 -1.41377370e-04 -5.77093044e-03
  8.83032042e-04  8.75066813e-03  7.41663143e-03  3.04359392e-03
  9.34036542e-01  7.40437930e-03  1.72294676e-08]","[132, 133, 134, 135, 136, 137, 138, 139, 140, 141]"
6243,0.99999990000001,0.99999990000001,0.99999940000026,10,0,0,"I know you won't like this, but I'm going to ask.  Please provide us with any news source that shows (with actual evidence) that Soros is paying everyone (or even a significant number of people) participating in these recent protests.

It is ridiculous alt-right talking point that these are paid protesters.","['' 'I ' 'know ' 'you ' 'won' ""'"" 't ' 'like ' 'this' ', ' 'but ' 'I' ""'""
 'm ' 'going ' 'to ' 'ask' '.  ' 'Please ' 'provide ' 'us ' 'with ' 'any '
 'news ' 'source ' 'that ' 'shows ' '(' 'with ' 'actual ' 'evidence' ') '
 'that ' 'So' 'ros ' 'is ' 'paying ' 'everyone ' '(' 'or ' 'even ' 'a '
 'significant ' 'number ' 'of ' 'people' ') ' 'participating ' 'in '
 'these ' 'recent ' 'protests' '.\n\n' 'It ' 'is ' 'ridiculous ' 'al' 't'
 '-' 'right ' 'talking ' 'point ' 'that ' 'these ' 'are ' 'paid '
 'protesters' '.' '']","[ 1.22567674e-03  1.22567674e-03 -2.69014019e-02  5.56053572e-02
 -2.66850787e-02 -1.12560849e-02 -3.02394491e-03 -6.47307106e-03
 -1.10280953e-02 -2.43354613e-02 -1.50370409e-02 -4.11286125e-03
 -4.11286125e-03 -1.86343784e-03 -6.88074077e-03 -1.15417099e-02
 -1.67970607e-02 -4.39332009e-03 -9.98421734e-03 -1.13182163e-02
 -1.06234474e-02 -7.51811661e-03 -8.84874355e-03 -1.40347523e-02
 -6.43237028e-03 -6.43237028e-03 -4.57764405e-03 -1.02522574e-02
 -7.67879327e-03 -7.67879327e-03 -9.32221277e-03 -9.32221277e-03
 -4.02826155e-03 -1.33724782e-03 -1.33724782e-03 -1.08311145e-02
 -1.08311145e-02 -1.09081943e-02 -1.29817384e-02 -1.09173577e-02
 -7.16521635e-03 -7.60300385e-03 -1.88970893e-02 -1.85350935e-02
 -4.50682752e-03 -4.50682752e-03 -9.67750775e-03 -1.57873891e-02
 -1.29685737e-02 -4.65859361e-03 -9.66809857e-03 -2.41437664e-02
  9.17314695e-03 -2.48861730e-02 -2.64960405e-02  8.42877754e-01
 -7.39218225e-03 -1.31447457e-02 -1.02296120e-02 -1.04325453e-02
 -7.50397750e-03 -2.98677003e-02 -1.32115859e-03 -1.32115859e-03
 -4.20156329e-03 -4.03228605e-02 -6.71126752e-02  1.02591275e-02
 -2.07393896e-07]","[242, 243, 244, 245, 246, 247, 248, 249, 250, 251]"
